,Customer ID,Gender,Age,Married,Dependents,Senior Citizen,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Avg Monthly GB Download,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Churn
1994,8000-REIQB,0,73,0,0,1,1,1,0,1,27,0,0,0,0,1,69.95,69.95,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1995,4795-KTRTH,0,68,1,0,1,5,1,1,1,11,0,0,0,0,1,81.0,371.65,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1996,9961-JBNMK,1,79,0,0,1,21,1,0,1,7,1,1,0,1,1,96.8,2030.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1997,6179-GJPSO,0,67,0,0,1,43,1,0,1,10,1,1,0,1,1,108.15,4600.7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1998,8290-YWKHZ,0,69,1,0,1,32,1,1,1,6,1,1,0,1,1,93.2,2931.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1999,8051-HJRLT,0,72,0,0,1,1,1,0,1,13,0,0,0,1,1,70.55,70.55,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2000,4021-RQSNY,1,75,1,0,1,29,1,1,1,28,1,1,1,0,1,98.5,3004.15,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2001,9061-TIHDA,1,67,1,0,1,13,1,1,1,6,1,1,1,1,1,95.25,1233.65,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2002,8699-ASUFO,1,72,1,0,1,7,1,1,1,17,0,0,0,1,1,74.4,527.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2003,4695-WJZUE,0,68,0,0,1,2,1,1,1,28,0,1,1,1,1,88.55,179.25,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2004,3988-RQIXO,0,68,0,0,1,1,1,0,1,2,1,1,1,1,1,91.3,91.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2005,5931-FLJJF,1,75,1,0,1,7,1,0,1,22,0,0,0,1,1,70.1,467.55,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2006,3207-OYBWH,1,74,1,0,1,57,1,1,1,21,0,1,0,1,1,95.25,5427.05,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2007,7216-EWTRS,0,78,1,0,1,1,1,1,1,23,1,1,0,1,1,100.8,100.8,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2008,2528-HFYZX,1,66,1,0,1,17,1,0,1,8,0,0,0,1,1,76.45,1233.4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2009,4140-MUHUG,0,73,0,0,1,3,1,0,1,20,1,0,0,1,1,86.85,220.95,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2010,1587-FKLZB,1,79,1,0,1,66,1,1,1,25,1,1,0,1,1,99.5,6822.15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2011,5440-FLBQG,1,69,1,0,1,69,1,1,1,4,1,1,0,1,1,108.4,7318.2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
2012,2774-LVQUS,0,65,1,0,1,15,1,1,1,3,0,0,0,0,1,83.05,1258.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2013,4612-THJBS,0,68,0,0,1,56,1,1,1,4,1,1,0,1,1,104.75,5510.65,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
2014,4094-NSEDU,0,79,0,0,1,21,1,1,1,9,1,1,0,1,1,94.25,1973.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2015,1846-XWOQN,0,80,0,0,1,1,1,0,1,8,0,0,0,1,1,70.15,70.15,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2016,3757-NJYBX,1,77,1,0,1,32,1,1,1,3,1,1,0,1,0,106.35,3520.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2017,9898-KZQDZ,0,65,1,0,1,40,1,1,1,20,1,1,1,1,1,94.55,3640.45,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2018,8263-JQAIK,1,66,0,0,1,2,0,0,1,6,0,0,0,1,1,24.45,47.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2019,2205-YMZZJ,1,75,0,0,1,7,1,1,1,13,1,0,0,0,1,84.8,546.95,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2020,1254-IZEYF,0,74,0,0,1,31,1,1,1,4,1,1,0,1,1,99.95,3186.65,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2021,9221-OTIVJ,0,80,0,0,1,14,1,1,1,7,1,1,0,1,1,104.85,1531.4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2022,5908-QMGOE,1,74,0,0,1,15,1,1,1,9,0,0,0,1,1,74.2,1133.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2023,0397-GZBBC,1,70,1,0,1,59,1,1,1,15,1,1,0,1,1,93.85,5574.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2024,7641-EUYET,1,76,1,0,1,46,1,1,1,17,1,0,0,1,1,100.7,4541.2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2025,8922-LIEGH,0,72,0,0,1,25,1,1,1,6,0,1,0,1,1,89.7,2187.55,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2026,8245-UMPYT,0,66,0,0,1,16,1,1,1,14,1,1,0,1,1,96.4,1581.2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2027,5186-SAMNZ,1,75,0,0,1,1,1,0,1,15,0,0,0,0,1,69.5,69.5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2028,5373-SFODM,1,65,1,0,1,36,1,1,1,5,0,1,1,1,1,85.25,3132.75,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2029,0022-TCJCI,1,79,0,0,1,45,1,0,1,17,0,1,0,1,0,62.7,2791.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2030,5130-IEKQT,1,73,0,0,1,25,1,1,1,22,1,1,0,1,0,105.95,2655.25,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
2031,3269-ATYWD,1,79,0,0,1,39,1,1,1,23,1,1,0,0,1,95.65,3759.05,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2032,0354-WYROK,0,70,1,0,1,31,1,0,1,21,1,1,0,1,1,98.9,2911.3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2033,7576-OYWBN,1,71,0,0,1,3,1,1,1,28,0,0,0,1,1,76.05,231.8,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2034,5539-TMZLF,1,69,0,0,1,1,1,0,1,5,0,0,0,1,1,69.75,69.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2035,3336-JORSO,0,70,0,0,1,33,1,1,1,25,1,1,1,0,1,110.45,3655.45,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2036,6861-XWTWQ,1,71,1,0,1,7,1,1,1,2,1,1,1,1,1,99.25,665.45,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2037,4283-FUTGF,1,67,0,0,1,19,1,1,1,15,0,0,0,1,1,79.85,1471.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2038,2397-BRLOM,1,67,1,0,1,8,1,0,1,2,1,0,0,1,1,80.45,583.45,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2039,8510-AWCXC,0,69,0,0,1,13,1,1,1,28,1,1,0,1,1,100.8,1308.1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2040,8225-BTJAU,1,75,0,0,1,10,1,0,1,18,0,1,0,1,1,79.25,793.55,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2041,1724-BQUHA,1,67,0,0,1,5,1,0,1,6,1,1,0,1,1,89.5,477.7,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2042,4826-XTSOH,1,66,1,0,1,1,1,1,1,23,1,0,0,1,1,86.05,86.05,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2043,2408-WITXK,0,67,0,0,1,10,0,0,1,4,0,1,0,1,1,34.7,329.8,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
2044,2634-HCZGT,1,71,1,0,1,53,1,1,1,6,0,0,0,0,1,60.05,3229.65,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2045,7503-QQRVF,1,74,1,0,1,16,1,0,1,8,0,0,0,1,1,74.3,1178.25,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
2046,0709-TVGUR,0,70,0,0,1,9,1,1,1,27,0,0,0,1,1,74.55,622.9,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2047,3001-CBHLQ,1,76,1,0,1,32,1,1,1,22,1,1,0,1,1,104.9,3351.55,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2048,4102-OQUPX,1,67,1,0,1,1,1,1,1,29,0,0,0,0,1,74.4,74.4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2049,3999-QGRJH,1,80,0,0,1,8,1,0,1,20,0,0,0,1,1,69.7,560.85,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2050,2454-RPBRZ,0,67,1,0,1,12,1,1,1,27,1,0,0,1,1,98.1,1060.2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2051,2265-CYWIV,0,68,1,0,1,4,1,1,1,20,1,1,0,1,1,99.6,347.65,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2052,4550-VBOFE,1,69,1,0,1,70,1,1,1,20,1,1,0,1,1,102.95,7101.5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2053,7409-KIUTL,0,80,0,0,1,1,1,0,1,5,0,0,0,1,1,71.0,71.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2054,1732-VHUBQ,0,73,1,0,1,47,1,0,1,26,0,0,0,1,0,70.55,3309.25,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2055,0679-IDSTG,0,73,1,0,1,1,1,0,1,8,0,0,0,1,1,69.25,69.25,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2056,8802-UNOJF,1,65,0,0,1,12,1,0,1,7,0,0,0,0,1,83.8,1029.75,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
2057,6313-GIDIT,1,73,0,0,1,53,0,0,1,25,1,1,0,1,1,54.45,2854.55,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2058,2845-AFFTX,1,78,1,0,1,41,1,1,1,15,1,1,0,1,1,99.8,4259.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2059,2815-CPTUL,1,68,0,0,1,5,1,0,1,17,0,0,0,1,1,70.25,331.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2060,1891-FZYSA,1,65,1,0,1,69,1,1,1,4,1,0,0,0,1,89.95,6143.15,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2061,9685-WKZGT,1,67,0,0,1,14,1,1,1,11,0,0,0,1,1,74.95,1036.75,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2062,6022-UGGSO,0,70,0,0,1,32,1,0,1,9,0,0,0,1,1,74.4,2276.95,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2063,3923-CSIHK,0,69,1,0,1,50,1,0,1,24,0,0,0,1,1,71.05,3444.85,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2064,3677-IYRBF,0,73,0,0,1,2,0,0,1,13,0,0,0,1,1,30.4,78.65,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2065,8118-LSUEL,1,74,0,0,1,23,1,1,1,29,1,1,0,1,1,106.4,2483.5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2066,5277-ZLOOR,0,78,0,0,1,2,1,1,1,25,1,0,0,1,1,85.55,187.45,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2067,4248-HCETZ,1,77,1,0,1,30,1,0,1,4,0,0,0,1,1,79.65,2365.15,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
2068,9174-FKWZE,0,70,0,0,1,1,1,0,0,0,0,0,0,0,1,19.45,19.45,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2069,5307-DZCVC,0,78,1,0,1,32,1,1,1,9,1,0,0,1,1,85.95,2628.6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
2070,8679-JOEVF,0,75,0,0,1,16,1,0,1,16,1,0,0,1,0,59.4,1023.9,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2071,4803-AXVYP,0,75,0,0,1,38,1,1,1,2,1,1,0,1,1,99.55,3734.25,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2072,5649-ANRML,1,76,0,0,1,2,1,0,1,20,0,1,0,1,1,95.1,180.25,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2073,7395-IGJOS,1,70,1,0,1,17,1,0,1,16,0,1,0,1,0,81.5,1329.2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2074,7890-VYYWG,1,67,1,0,1,3,0,0,1,20,1,0,0,1,1,36.45,93.7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
2075,9907-SWKKF,0,69,0,0,1,1,0,0,1,21,0,0,0,1,0,25.05,25.05,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
2076,6397-JNZZG,0,70,1,0,1,43,0,0,1,21,1,1,0,1,0,55.55,2342.2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2077,7779-LGOVN,1,74,1,0,1,10,1,1,1,4,0,1,0,1,1,86.65,856.65,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2078,9710-ZUSHQ,0,77,0,0,1,37,1,1,1,2,1,1,0,1,1,106.75,4056.75,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2079,3902-FOIGH,1,66,1,0,1,12,1,1,1,4,1,1,0,1,1,101.35,1218.55,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2080,3318-OSATS,1,70,0,0,1,35,1,1,1,29,1,1,0,0,1,95.45,3474.05,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2081,2636-ALXXZ,0,68,0,0,1,1,1,0,1,10,0,0,0,1,1,69.6,69.6,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2082,9885-CSMWE,0,65,0,0,1,1,1,0,1,13,1,0,0,1,0,78.45,78.45,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2083,8058-JMEQO,0,76,0,0,1,9,1,1,1,21,0,1,0,1,1,84.45,762.5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2084,7657-DYEPJ,1,73,0,0,1,38,1,0,1,30,1,0,0,1,1,70.15,2497.35,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
2085,8276-MQBYC,1,70,0,0,1,51,1,1,1,11,1,1,0,1,1,97.8,4913.3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2086,6015-VVHHE,0,68,0,0,1,5,1,1,1,25,1,0,0,1,1,83.15,446.05,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2087,2516-VQRRV,0,77,0,0,1,2,1,1,1,25,0,0,0,1,1,75.45,158.4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2088,7580-UGXNC,0,73,0,0,1,2,1,0,1,6,0,0,0,1,0,54.85,104.2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2089,5178-LMXOP,1,71,1,0,1,1,1,1,1,11,1,1,0,1,1,95.1,95.1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2090,7056-IMHCC,1,69,1,0,1,53,1,1,1,6,1,1,0,1,1,101.9,5549.4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2091,8749-JMNKX,1,80,1,0,1,51,1,1,1,30,1,0,0,1,1,93.8,4750.95,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2092,0917-EZOLA,1,66,1,0,1,72,1,1,1,2,1,1,0,1,1,104.15,7689.95,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
2093,8414-MYSHR,1,79,0,0,1,5,1,0,1,11,1,1,0,1,1,91.4,449.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2094,4988-IQIGL,1,80,0,0,1,1,1,1,1,18,0,0,0,1,1,75.35,75.35,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2095,4706-AXVKM,0,78,0,0,1,11,1,1,1,5,0,1,0,1,1,84.8,906.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2096,5889-JTMUL,0,67,1,0,1,50,1,1,1,4,1,0,0,0,1,95.05,4888.7,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2097,9026-RNUJS,1,73,0,0,1,5,1,0,1,28,0,0,0,1,0,50.35,237.25,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2098,1624-NALOJ,1,75,0,0,1,5,1,1,1,12,0,1,0,1,1,89.8,502.6,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2099,6210-KBBPI,1,67,0,0,1,9,1,1,1,15,1,1,0,1,1,99.45,919.4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2100,2260-USTRB,0,75,0,0,1,2,1,0,1,28,0,0,0,1,1,70.2,115.95,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2101,8623-TMRBY,1,80,1,0,1,51,1,1,1,22,0,0,0,1,1,84.2,4146.05,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2102,6900-PXRMS,1,72,1,0,1,26,1,1,1,18,1,1,1,0,0,105.75,2710.25,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2103,3346-BRMIS,0,70,1,0,1,18,0,0,1,12,1,1,1,1,1,48.35,810.7,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2104,2722-JMONI,0,73,1,0,1,1,1,0,1,9,0,0,0,1,1,49.55,49.55,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
2105,7579-OOPEC,0,75,1,0,1,2,1,0,1,20,0,0,0,1,0,50.15,115.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
2106,1771-OADNZ,1,70,1,0,1,29,1,1,1,21,0,1,1,0,1,95.9,2745.2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2107,0612-RTZZA,0,77,0,0,1,1,0,0,1,15,0,0,0,1,0,25.25,25.25,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2108,4433-JCGCG,1,80,1,0,1,46,1,1,1,22,1,1,0,1,1,101.0,4680.05,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2109,9488-HGMJH,0,78,0,0,1,1,1,0,1,22,0,0,0,0,1,71.15,71.15,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2110,4818-QIUFN,0,69,0,0,1,20,1,1,1,5,0,0,0,1,1,79.15,1520.9,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2111,6961-VCPMC,1,71,1,0,1,46,1,0,1,3,0,1,0,0,1,80.4,3605.2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2112,4424-TKOPW,1,70,0,0,1,2,1,1,1,14,1,1,0,1,1,93.85,196.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2113,4201-JMNGR,0,66,0,0,1,1,1,0,1,22,0,0,0,1,1,55.8,55.8,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
2114,1866-RZZQS,1,77,0,0,1,41,1,1,1,21,1,1,0,1,1,98.4,4187.75,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2115,8631-NBHFZ,1,71,1,0,1,66,1,1,1,15,1,0,0,0,0,79.4,5154.6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
2116,4958-XCBDQ,1,68,0,0,1,35,1,1,1,25,1,1,0,1,1,101.4,3496.3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2117,8337-UPOAQ,1,71,1,0,1,10,1,1,1,24,0,1,0,1,1,89.8,914.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2118,6712-OAWRH,0,79,0,0,1,26,1,0,1,27,1,1,0,1,1,91.25,2351.8,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2119,5914-DVBWJ,0,80,0,0,1,18,1,1,1,21,0,0,0,1,1,85.45,1505.85,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2120,8644-XLFBW,1,65,0,0,1,1,1,0,1,12,0,0,0,1,1,71.65,71.65,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2121,1833-VGRUM,0,70,0,0,1,1,1,1,1,23,0,0,0,1,1,74.2,74.2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2122,8374-XGEJJ,1,68,1,0,1,43,1,1,1,20,1,1,0,0,1,101.0,4388.4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2123,6946-LMSQS,1,80,1,0,1,25,1,1,1,25,0,1,0,1,1,89.05,2177.45,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
2124,4039-HEUNW,1,77,1,0,1,36,1,1,1,3,1,1,0,1,1,96.5,3436.1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2125,0812-WUPTB,1,65,1,0,1,1,1,0,1,13,0,0,0,1,0,70.85,70.85,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2126,2403-BCASL,1,66,1,0,1,41,1,1,1,29,1,1,0,1,1,111.95,4534.9,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2127,3871-IKPYH,1,70,0,0,1,1,1,0,1,12,0,0,0,1,0,69.1,69.1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2128,1304-NECVQ,0,69,0,0,1,2,1,1,1,14,0,0,0,1,1,78.55,149.55,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2129,5655-JSMZM,1,66,0,0,1,49,1,1,1,2,1,1,0,1,1,96.2,4718.25,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2130,4505-EXZHB,0,75,0,0,1,6,1,0,1,27,0,0,0,0,0,74.4,434.1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2131,8972-HJWNV,0,75,1,0,1,7,1,1,1,12,0,1,0,1,1,84.55,646.85,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2132,2860-RANUS,0,67,0,0,1,20,1,1,1,15,0,1,1,1,1,85.8,1727.5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
2133,0406-BPDVR,0,75,1,0,1,54,1,1,1,8,1,1,1,1,1,101.5,5373.1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2134,5276-KQWHG,0,74,0,0,1,2,1,0,1,21,0,0,0,1,1,69.6,131.65,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2135,9667-EQRXU,0,74,0,0,1,30,0,0,1,7,1,0,0,0,1,40.3,1172.95,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2136,0946-CLJTI,1,67,1,0,1,58,1,1,1,5,1,1,1,1,1,98.7,5812.6,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2137,0324-BRPCJ,0,74,1,0,1,68,1,1,1,24,1,1,1,1,1,100.2,6851.65,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2138,9189-JWSHV,0,69,1,0,1,24,1,1,1,12,1,1,1,1,1,93.55,2264.05,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2139,0576-WNXXC,1,70,1,0,1,27,1,1,1,7,0,1,1,1,1,95.55,2510.2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2140,5482-PLVPE,0,79,0,0,1,2,0,0,1,11,0,0,0,1,0,24.35,41.85,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2141,4902-OHLSK,0,76,0,0,1,29,1,1,1,16,1,1,0,1,0,98.65,2862.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2142,0495-ZBNGW,1,78,1,0,1,5,1,1,1,14,0,0,0,0,1,79.9,343.95,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2143,2357-COQEK,0,79,0,0,1,28,1,1,1,10,1,1,0,1,1,103.3,2890.65,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2144,2034-CGRHZ,1,73,0,0,1,24,1,1,1,26,1,1,0,1,1,102.95,2496.7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2145,9360-AHGNL,0,74,1,0,1,43,1,1,1,13,1,1,0,1,1,109.55,4830.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2146,5485-WUYWF,1,73,0,0,1,2,1,0,1,24,1,0,0,1,0,66.4,94.55,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2147,2632-UCGVD,1,71,1,0,1,66,1,1,1,14,1,1,0,1,1,100.05,6871.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2148,6425-YQLLO,0,68,1,0,1,66,1,1,1,11,1,1,0,1,1,105.95,6975.25,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2149,2091-RFFBA,0,70,0,0,1,31,1,1,1,2,0,0,0,1,1,73.9,2217.15,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2150,6899-PPEEA,0,66,0,0,1,37,1,1,1,2,1,1,0,1,1,96.55,3580.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2151,4597-NUCQV,1,65,0,0,1,24,1,1,1,30,1,1,1,1,1,101.25,2440.15,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2152,3754-DXMRT,1,78,0,0,1,2,1,0,1,25,0,0,0,1,1,44.15,92.65,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2153,7130-VTEWQ,0,74,0,0,1,8,1,1,1,6,0,0,0,1,1,75.75,606.25,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2154,7903-CMPEY,1,78,1,0,1,1,1,1,1,21,0,0,0,1,1,80.3,80.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2155,1704-NRWYE,0,79,0,0,1,9,1,0,1,2,1,0,0,1,1,80.85,751.65,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
